,P01_tissue_tumor_center,P01_tissue_tumor_deep,P01_tissue_tumor_superficial,P08_tissue_tumor,P10_tissue_tumor,P18_tissue_tumor,P19_tissue_tumor,P20_tissue_tumor,P21_tissue_tumor,P01_CTM1,P01_CTM3,P01_CTM4,P01_CTM8,P08_CTM7,P08_CTM10,P08_CTM11,P10_CTM10,P16_CTM2,P18_CTM2,P18_CTM4,P18_CTM5,P18_CTM6,P19_CTM2,P20_CTM14,P20_CTM15,P20_CTM16,P21_CTM11
LRRIQ1,0.0448996,0,0,0.108069,0,0.0582588,0,0,0.127419,0,0,0,4.25562,0,0.134963,0,0,2.634,23.6429,15.9791,0.188418,0.135039,3.22136,0,0.448194,0.161632,3.49943
LRRIQ3,0,0,0,0,0,0,0,0,0,0,0,0,3.16615,0,0,0,0,0,0,0,0,0,0,0,1.73692,0,0
LRRIQ4,0,0,0,0,0,0,0,0,0,0,0,0,0.20394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRK1,0,0,0,1.32322,0,0,0,0.392976,0,0,0,0,0.0463107,0,0,0,0,0,0,0,0,0,0,0,0.251022,0,0
LRRK2,0,0,0,0,0,61.4511,0,0,0.00654852,0.086804,26.7973,0,0.919407,0,7.21078,0.0330259,0,0.12338,190.788,0,0,0,0,0,0.332713,0,0
LRRN1,0,0,0,0,0,0,0,0,0,0.115464,0,0,0.838845,0,0,0,0,0,0,0,0,0,0,0,0,0.0989355,0
LRRN2,0,0,0,0.0628708,0,0,0,0.40573,0.0539545,0,0,0,0.19583,0,0,0,0,26.2027,0.0693949,0,0,0,0.680944,0.307604,0,0,4.75225
LRRN3,0,0,0,0,0,0,0,0,0,0,0,0,0.185912,0,0,0,0,0,0,0,0,0,0,0,0,0,8.64725
LRRN4,9.02576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRN4CL,0.046666,0,0,0.0729715,0,0.522443,0,0.508722,0.495864,0,0,0,0.410018,0,0,0,7.8291,0.154154,6.80627,2.25295,2.0583,0,4.57145,1.39223,20.6212,0.418332,0.936308
LRRTM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRTM2,0,0,0,0,0,0,0,0,0,0,0,0,0.177794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRTM3,0,0,0,0,0,0,0,0,0,0.0991579,0,0,0.297074,0,0,0,0,0,0,0,0,0,0,0,0.0535655,0,0
LRRTM4,0,0,0,0.43141,0,0,0,6.29437,0.581313,1.87735,0,0,4.57764,0,0,0,0,0,0,0,0,0,4.84498,0,0,0,0
LRSAM1,0,0.154402,138,0.998076,0,0,0,0,0,0,0,0,0.522179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRTM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRTM2,0,0,0,0,0,0,0,0,0,0,0,0,0.160119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRTOMT,0.3531,0.32975,4.88523,21.59,0.0994585,0.937342,1.5163,25.5758,1.76102,0,501.684,0.363608,5.08493,0.35412,5.21983,1.20647,0,96.3021,34.2417,48.3147,75.1519,4.56361,46.3602,20.1267,23.4938,33.8842,69.0626
LRWD1,0.0420814,0.879974,0.0167785,0.015934,0.314539,85.2261,0,0.1141,0.132236,0,0,0,0.280517,9.31998,0,0,0,0.445296,1.0774,0.476625,0.0821119,188.069,2.67761,0.113809,9.81608,0.566668,0.845399
LSAMP,0.23039,146.519,0,0,0,0.104601,0,58.5856,0,0,0,0,0.173121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSAMP-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSG1,17.2972,0,26.5359,0.263326,0,0,11.9967,8.04804,67.9306,0.625365,0.116084,0,0.170137,0,1.56299,14.2715,0,9.99189,6.63993,1.26681,0.804392,0.114438,11.2844,0.191757,0.919557,0,40.3187
LSM1,0.124334,0.212095,194.429,0.146222,0.133707,0,0,113.16,1.22043,0.916253,0,0,0.297952,0,4.86821,805.511,0,0.822361,0,0,0,0.679101,0,0,0,0,296.512
LSM10,0,144.582,57.3333,167.954,236.782,1.36161,13.2247,0.45406,62.1466,0,1.72514,1.51917,0.497396,1.74395,1.83453,2400.37,0,0.661131,0,0,0.789358,0,1.66,0,0,0,424.26
LSM11,0.0269707,0.0138235,0.0438033,0.0323989,0.101971,0.248108,0,0.224081,0.0683488,0,0.0286005,0,0.087122,0,0,0.440758,0,2.49223,33.2475,1.37005,0.105593,1.76416,5.25256,0.128944,0.114282,0.0530216,2.96279
LSM12,163.557,39.086,186.273,115.739,148.188,144,82.9202,57.9577,72.9747,0,28.8974,0.0776873,1.54813,0,5.3178,1.22267,0.518987,36.2023,38.4633,76.6438,7.62293,12.2548,1.0057,0,3.75066,1.802,659.327
LSM14A,0.365044,171.44,141.104,47.8357,26.832,1.10587,301.486,0.764155,52.31,0,0.755434,0,1.83555,47.7176,37.4451,27.3997,1.21887,0,8.847,0,0.194055,0,13.8619,0,16.0513,0,69.3732
LSM14B,0,0,0,0,0,0.239869,0,0,0,0,0,0,0,0,36.0963,0,0,0,0,0,0,0,0,0,0,0,11.343
LSM2,0.431892,266.324,0,12.0771,219.886,69.8381,439.606,16.2729,151.573,1.0616,0,1.65616,0.661142,4360.77,719.77,1197.25,0,1.02625,0.957781,0,7.33404,0,1.9306,0.920723,1.78945,0,518.681
LSM3,19.5671,3.83495,20.166,17.7254,18.7263,39.5961,10.6243,0.268062,13.2205,0,5.16914,0,0.308511,17.9526,108.399,42.2697,0.0851845,0.348331,0.998191,1.47602,0,0.18626,1.23568,0.0865621,0.255496,0,290.763
LSM4,117.861,229.076,226.834,55.3088,440.203,0,0,48.1562,37.2486,0.325945,0,0,1.05616,2407.55,71.6959,2.03229,0,0,0,0,1.88337,0.902523,0.529749,0,0,0,465.176
LSM5,160.257,3.04792,154.627,320.44,0,1086.27,277.456,78.5421,104.214,0,2.64787,0,0.572603,0,9.0767,888.397,2.16136,1.69742,0,1.81971,0.147468,0,6.61323,1.10032,0.985223,4.29152,4193.35
LSM6,141.395,0,37.0877,0,13.278,745.66,155.275,60.3063,21.8891,0,0,757.277,0.871994,0,98.9017,0,0,0.888303,0,0.915987,0,0,0.936771,0,0,1.26192,958.318
LSM7,0,0.730561,0.253502,4.33562,761.853,806.82,340.742,110.111,85.0617,1.74615,0,5545.63,1.86499,0,9.71778,0,3.67916,7.71534,119.127,12.794,8.97684,0,12.2553,1.85508,10.7067,1.42724,1221.83
LSP1,61.118,0.870935,0.1931985,0.054609,0,0.076854,0,0.03867905,21.91075,0,0,0,0.77016,0,0,0.4536585,0.1418745,0.119715,0,0.1056605,0,0,6.93625,0.1811145,0,0.165969,0
LSP1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263544,0,0,0,0,0,0,0,0
LSR,861.992,134.697,305.875,218.458,31.9896,135.219,0.329708,174.007,28.274,0,22.8326,0,0.47186,0,0,15.6144,0,0.276816,0,0,0,0,0,0,356.645,0,0.923463
LSS,0,0,0,19.0249,2.31231,0.368432,0.0315365,0.3605,0.120326,0,2.23447,0,0.187409,0,0,4.6294,0,0,0,0,0,0,0,0,0,0,22.582
LST1,379.548,0,0,0,0,0,0,0,264.67,0.880288,0,0.445276,0,0.507286,0.269228,0,2.01696,0.578569,0.212672,0,1.26968,0,0,0,0,0,0
LTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTA4H,0,0,60.3889,79.4103,0,0.0737789,0,11.1215,42.5709,0,0,0,0.336054,0,30.6828,82.1019,0,0,326.657,0,0,0.938587,0,0,0,0.204787,114.652
LTB,0,0,58.7149,0,0,0,0,0,0,0,0,0,0.585545,0,0,0,0,0,0.273692,0,0,0,0,0,0,0,0
LTB4R,0,0,0,0.159108,0,0,0,0,0.0970117,0,0,0,1.12411,0.123237,0,0,0.184713,0.200266,0,1.98595,0,0.117498,0.0909873,0,0,0,11.5342
LTB4R2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889366
LTBP1,2.11843,0.154417,64.5921,0,87.7265,1.21228,0,0,5.73437,0,0,0,0.936856,0,1.8286,0,0,0,0,0,0,0,0,0,0,0,0
LTBP2,0.024281,3.85626,0.0875407,1.25369,0,0,1.10165,0,6.41408,0,174.941,3.37067,1.14089,0,57.4142,170.008,0.139547,0,0.046811,0.320556,0,1531.23,0,0.457967,0.129345,0.483657,0
LTBP3,8.26052,2.21708,4.52561,0.024715,0,0.304167,0,0.517844,0.0493433,0,0,0,1.04198,112.062,2.16569,0,4.47449,0,0.122981,1.07448,0.237934,48.1924,1.71979,0,0.745368,1.09445,4.95809
LTBP4,4.12478,5.04428,1.56525,0.136846,0.835843,0.654117,0,0.594601,91.661,0,2453.89,61.9462,0.977989,0,218.741,358.051,2.67401,32.1086,14.0657,0,40.7785,804.907,15.3903,0,21.8143,0,0.987907
LTBR,17.4366,0.665837,2.45305,20.743,150.644,36.1044,286.45,9.57678,25.7424,0.250917,0,0,1.27775,194.784,62.8188,19.1003,5.66738,15.5339,4.8072,7.25193,66.6693,2.41816,17.1437,0,62.5802,14.1553,70.7877
LTC4S,0,0,0,0,0,0,0,0,0,0,5.24603,0,0,0,0,1025.02,0,0,0,0,0,954.438,0,0,0,1.29493,0
LTF,0,0,0,0,0,0.558437,0.58132,0,0.221185,0,0,0,2.00587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTK,0.0433241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTN1,0,0,0,17.9801,0,0.0133464,72.3728,13.8128,0.0379193,0,0.0172413,0,0.987475,0,0.108083,0,0.0350926,0,0.943499,0.15506,0,70.9739,0,0,0,0,1.85363
LTV1,142.916,10.0565,0,29.5045,69.2351,0.433493,8.29213,45.776,6.69072,0,0,0,0,0,0,0,0,0.311942,0,0,0,0,0,0,0,0,137.638
LUC7L,0.177225,156.579,0,0.116491,0,110.715,0.265855,0.322592,0.135722,0,0,0,1.39266,0,0,0,0.162313,2.10933,4.72921,0.202354,0.354815,3.57314,4.02409,10.259,0.161398,0,146.122
LUC7L2,0.326061,0,0,0.996611667,0,0.059812067,0,12.64306667,6.59078,0,17.69181233,0,0.143043667,0,25.15242667,13.06973333,0.04241,0,0.69621,1.248866667,0,0,0.088130667,0.038561667,0.031109967,0,49.40866667
LUC7L3,52.7797,0,0,22.4056,148.577,1.65792,202.933,138.482,337.003,0,16.0471,0.710795,1.45181,0,1166.24,10.5997,0,7.23682,7.03377,1.09991,10.2108,1.19653,0,0,617.534,2.01524,1713.35
LUM,244.761,3017.66,1183.04,239.645,1466.19,2599.82,553.548,495.734,600.13,0,6.89599,0.194956,1.02859,0,1.97743,0,1081.21,2.19477,0,6.62445,0,841.043,0,37.5388,0.481703,0,737.875
LURAP1,0,0,0,0.0467664,0,0,0,0.065794,0,0,0,0,0,0,0,0,0,0.228068,9.86121,0.2041,0,0,1.68314,4.2221,0,0,0.887992
LURAP1L,0,0,0,0,0,133.824,0,0,0.0486655,0,0,0,0.655558,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUZP1,30.0472,0.0944374,0.0199858,0.841177,0,0.334183,0.281425,43.6227,0.654613,0,0,0,0.785016,0,0.103361,241.569,0,8.6614,0,0,0,0,1.90296,0,0,0,33.2608
LUZP2,0,0,0,0.113482,0,17.3462,0.0727786,0.103184,0.0875011,0,0,0,0.427888,0,0,0,0.0591907,0.23366,2.18773,1.25697,0,0,0.497076,0,0.102868,1.43258,0.0644796
LUZP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LUZP6,0,0,665.978,8.57439,777.158,2211.44,0,0,311.089,0,0,0,46.2257,0,0,0,0,0,0,0,0,0,0,0,0,0,1562.51
LXN,0.178727,165.852,69.5015,0.142016,0,410.67,0.199147,0.497046,23.7314,0,0,0,1.36695,0,243.704,538.983,0,0,0,1.08117,0,0.364881,0,0,0,0,0
LY6D,1503.58,611.653,640.957,0,0.206029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LY6E,521.508,1918.79,2053.74,30.8767,136.886,1035.37,107.365,28.5945,207.72,0.664662,513.917,195.14,0,6.20165,143.193,2046.05,0,0,0,1.41671,0,0,0.506073,0,0.902227,0.973522,473.261
LY6G5B,0,0,0,0.893347,0,2.48908,0,2.2888,0.173043,0,84.641,1.91722,0.832865,0,0,0.948003,0.0593215,26.7693,23.8266,1.89452,0,0,6.48297,1.60277,0,2.33566,2.01446
LY6G5C,0,0.410231,0,0.176861,0,2.7481,0,1.31419,0.403455,0.393068,0.357985,0,0.220109,0,0,0.323718,0,0.600719,20.0212,1.0901,1.12884,0,1.35462,0,8.38363,7.89735,0.353353
LY6G6C,0,0,0,0,0,0,0,0,0,0,0,0,0.384256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LY6G6D,0,0,0,336.739,336.755,913.037,711.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LY6G6E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27507,0,0,0.792737,0,0.658447,0
LY6G6F,0,0,0,0,0,0,0,0,0,0,0,0,0.704029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LY6H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LY6K,0,0,0,0.0889754,0,0,0,0.124363,0,0,0,0,0.0995202,0,3.8474,0,0,0,0.698489,0.577456,0,0,1.2195,0,1.78609,0,1871.1
LY75,0.0117423,6.51862,16.4379,0.262612,0.024948,420.254,0.0247588,5.87246,0.867218,0,0,0,0.197994,0,0,0,0,0,0.494421,0.0796181,0,0,0.318768,1.7859,0.0338214,0,0.0500535
LY75-CD302,0,0.00342874,0,0,0,0,0.00374443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LY86,0,0,0.293709,0,0,374.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LY86-AS1,0,0,0,0,0,0,0,0,6.8147,0,0,0,0.339756,0,0.421921,0.157275,0,0,0,0,0,0,0,0,7.79066,0,0
LY9,0.369817,0,0,0.210068,0.0812283,1.01512,0.0955127,0.217587,0.330453,0,0.455196,0,2.91815,0,1.60458,0,0.194391,1.19925,1.90472,0.16399,0.443601,0.133298,5.79248,0.284685,0.54894,0.412746,0.167533
LY96,0.398347,84.1715,0,0,0,0,0,0,42.5123,0,0,0,0,0,0,574.393,0,0,0,0,0,0,0,0,0,0,0
LYAR,0.0643586,32.9682,0,0,0,383.232,1.16937,0.137927,2.99969,0,0.243628,0,0.309209,0.608186,0,0,0,0,0,0.948846,0,0,0,0,0,0,118.22
LYG1,0.111911,0,94.9802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYG2,0,0,0,0,0,0,0,0,0,0,0,0,0.573939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYL1,0,0,0,0.281857,0,157.956,0.392794,0.235792,0.111853,0,1697.32,0,0.602883,0,3.69493,0,0.26811,4.61046,0.264734,2.51805,0,0.329718,14.8574,0,6.13653,0,0
LYN,1.91195,0,12.381,6.71451,0,0.0482714,32.644,1.27177,20.3664,0,0,0.0952243,1.17869,0,0,41.0661,0,0,0,0,0,0,0,0,0,0,15.6384
LYNX1,25.5172,0,0,0,0,0,0,0,0,0,0,0,1.12423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYPD1,36.5784,0,0,0.0504919,0,0.12523,83.0451,0,44.8986,0,0,0,0.467863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYPD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYPD3,0,0,0,0,0,0,0.191458,94.9374,3.65997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYPD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYPD5,0,0,0,0.380623,0,0.412657,0.0737878,0.518713,0.324188,0,0,0,1.22067,0.0925508,0.145931,0,1.55518,7.5488,4.84941,3.86494,0.316184,0.653904,9.57121,0,0.0963077,0.177568,1.42504
LYPD6,0,0,0,0.0190664,0,0.148074,0.0983995,0,0,0,0,0,1.26678,0,14.6945,0,0,0,0,0,0,0,0,0,0,0,0
LYPD6B,0,0,0,0,0,0,0,0,0,0,0,0,0.292331,0,0,0,0,0,1.09313,0,0,0,0,0,0,0,0
LYPD8,0,0,0,0,0,0,1.24e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59102
LYPLA1,103.3,90.3865,139.021,126.156,91.2009,54.343,229.6,69.9869,22.1309,0.185992,7.03058,0,1.67473,0,26.4283,14.0043,0,1.20173,6.51963,11.509,0.151146,2.21289,19.4028,0,16.2481,0,166.636
LYPLA2,258.585,300.081,135.568,34.732,238.557,1.45407,3.25378,38.1627,22.8857,0,0,0,0.239611,4.59199,0,0,0,0,0,0,0,0,0,0,0,0,123.108
LYPLAL1,299.404,0,0,34.2556,0,0,0.236316,108.167,49.1147,0,0,0,0.593645,0,1.15942,0,0,2.10365,1309.85,0,0,0,226.269,0,4.92312,0,124.72
LYRM1,0,0.234327,0.346605,0.333536,155.807,116.13,166.853,2.28608,0,0,0.203024,0,1.4733,0,0.274298,179.403,9.31249,58.9369,17.6893,5.48532,0,0,4.06003,3.5423,0,0,94.0406
LYRM2,0.326788,136.089,267.191,34.4681,0.875856,14.1819,0.367338,1.7683,79.2338,0,0,0,1.595,0,429.79,14.6991,12.3591,9.14003,32.0357,54.3585,2.83515,2.33498,28.378,1.89172,30.6164,40.8034,232.067
LYRM4,0.121025,0,0.0402101,52.8587,15.6328,244.393,41.1827,34.457,81.6905,1.59885,31.9687,0.734809,2.25759,2.14597,1413.85,1.33733,2.65725,113.425,73.3315,11.4216,1.40036,0,26.1066,105.867,2104.76,0.747571,227.312
LYRM5,0,0,0,0,0,454.358,54.9949,0.256741,102.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.271
LYRM7,0.203821,34.3608,0.541834,0.633746,0.0274224,0.246373,1.05801,3.57239,4.23457,0.133936,0,0.0168111,0.70172,3.96398,108.105,10.1969,0.196434,3.27763,41.8353,26.1128,122.939,1.94819,9.75916,0.536928,0.565499,12.5723,269.811
LYRM9,0.588331,0,76.9043,0,0,0,0,0,0,0,0,0,0.0625295,0,0,0,0,0,0,0,0,0,2.927385,0,0,0,0
LYSMD1,8.01477,0,0,6.62265,0,0,0,0,0,0,0,0,0,0,16.2743,0,0,0,0.17515,0,0,0,0,0,0,0,7.23832
LYSMD2,0,0,0,0,0,0,0,0,0,0,0.624039,0,0.230741,0,114.779,188.99,0,0,0,0,0.707512,0,0,0,0,0,26.472
LYSMD3,0,0,0,0.01634085,0,24.7013,0,0.1460815,7.8909154,0.05436275,0,0,0.114742,0,1.81126,0,0,0,0,0,0,0,0,0,0,0,13.8960822
LYSMD4,0.000558573,3.36389,2.99621,0.26088,0,0,0,0,0.0165106,0,0,0,0.22229,0,27.9886,0.00401908,0,0,0,0,0,0,0,0,0,0,1.50951
LYST,1.49338,0.00955887,0,10.012,0.515683,0,0,0,26.1456,0,0.112075,0.46544,1.01052,0,7.56213,0,0,0,0,0,0.0657358,0.329609,0.52823,0,2.10395,29.4833,1.27862
LYVE1,0,0,0,0.149584,0,0.170165,0,0.173238,0.0388553,0,0,0,0.191826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYZ,232.333,497.834,228.036,29.1034,285.958,340.433,116.135,71.1826,431.966,0,0,0,0.209759,0,0,0.205573,0,0.97914,28.5515,5.30007,0.839377,0,9.8465,0,0.615972,0,0.589532
LYZL1,0,0,0,0,2.03559,0,0,0.216245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYZL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYZL4,0,11.3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYZL6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LZIC,0.0389602,132.382,56.1865,45.8474,0.0684687,0.310224,0,99.6697,0,0,127.512,0,1.71731,0,0,0,0,0,1.07331,0,0,0.446029,0,0,0,0,179.994
LZTFL1,0,15.4125,0,0.0294569,0,0.473718,103.761,2.13373,29.2384,0,0,0,1.37076,0,2.44236,0,0,28.6699,27.0961,8.38454,7.44998,3.64199,40.9281,0.121715,1.22933,0.291344,28.8162
LZTR1,0,0,0,0,9.87836,0.343811,0,0.134641,99.5858,0,0,0.530988,1.69304,0,176.775,0,0,0,0,0,0,0,0,0.268713,0,0,3.88119
LZTS1,0,0,0,0.0781674,0,0.168385,0.0244576,0.0447892,0.0319521,0.108888,0,0,0.261034,0,0.11241,0,0,0.0674259,2.24026,0,0,1.40884,1.0026,0,0.137571,0,0.209248
LZTS1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0.852182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LZTS2,0.0451158,0,13.422,0,0,0,0,0.244281,0,0,0,0,1.90474,0.851782,16.078,0,0,0,0,0,0,0,0,0,0,0,11.8522
M1AP,0,0,0,0,0,0,0,0,0,0,0,0,0.208244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M6PR,0.521864,704.268,671.939,274.349,344.789,1143.4,2544.07,88.8316,347.674,0,0,0,0.826445,0,109.03,0,0,0.963405,0,0,0,0,0,0,0,0,530.371
MAATS1,0,0,0,0.0215688,0,0,0,0,0.0394971,0,0.063464,0.0601095,1.34617,0,0,0,0,0.176154,11.0075,0.533012,1.90417,0,2.44887,0,0,0,0
MAB21L1,0,0,0,0,0,0,0,0,0,0,0,0,0.110649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAB21L2,0,0,0,0,7.06906,0,0,0,0,0,0,0,0.125654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAB21L3,9.66379,2.13432,1.58123,0.539517,10.404,0,0.257963,1.70578,0.526756,0.450206,0,0.235096,6.71345,0.113363,0.121649,0,0,58.9513,14.3702,12.7243,0,14.235,107.995,81.4441,76.7146,0.230301,7.60125
MACC1,32.1841,3.69589,1.11706,7.01822,298.112,0.416533,0,7.02856,0.0485315,0.973188,0,0,1.06901,0,0,0.524525,0.346737,0.178056,0.397278,5.80903,0,0,1.1036,0.0232294,0.0567116,0,0.24626
MACC1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACF1,5.55224,0.330446,3.64938,41.3503,1.37944,0.229221,24.0436,57.8216,0.322738,1.21348,1.36984,0,3.27243,5.38256,26.4788,12.0777,0.241631,7.10691,1.97933,1.41619,0.0738641,111.449,5.25651,0,3.82395,0.0655757,30.8032
MACROD1,558.915,0.682547,0,14.9131,0,0,0,0,0,0,0,0,0,0,0,0,0.689486,0,0,0,0,0,0,0,0,0,47.8019
MACROD2,0,0,0,0.400036,0,0,0,7.16826,1.72376,0.81901,0,0.67832,2.13068,0,3.55975,0,0,6.68121,301.343,9.4789,0,0.0792559,6.02741,0,2.48362,0,0.489636
MACROD2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0.912922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856959
MACROD2-IT1,0,0,0,0,0,0,0,0,0,0,0.975669,0,0.601914,0,0,0,0,958.549,0,0,0,0,0,0,0.909046,0,0
MAD1L1,0,0.322696,1.02604,2.57861,0.204649,0,0,0.836953,0,0,0,0,1.06425,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9115
MAD2L1,0,0,0,43.2717,0,331.468,21.7628,22.2113,24.3592,0,0,0,0.573671,0,0,0,0,0,0,0,0,0.188196,0,0,0,0,197.835
MAD2L1BP,381.336,571.302,107.468,68.6934,0,0.658802,0,1.24443,132.58,0,0,0,0,0,54.8523,0,34.6671,0,10.7739,1.78848,0.368056,0,16.3762,11.2573,0,0.375302,133.135
MAD2L2,0,69.5266,0,20.7507,164.065,0,0,83.0028,14.7322,0,0,0,0,0,0,0,0,0.421594,0,0,0,0,0,0,0,0,135.055
MADCAM1,0,0,0,0,0,0,0,0.0920854,0,0,0,0,0.536934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADD,272.385,0,9.27292,0.407366,0.177881,0.0381048,103.83,0.0392151,24.0268,0.183805,0,0,1.34475,788.761,0.179945,0,0.0615895,0,0,0,0.367945,0,0,0,0,0.0747452,5.43947
MAEA,0,0,0.0511634,0.62504,0,0.540451,236.905,0.797192,14.9824,0,0,0,1.18483,0,0,0.113961,0.795728,13.7213,2.92241,0.0641724,0.0728515,0.519491,8.75289,0,0,0.168555,15.9149
MAEL,0,0,0,0.24857,0,0,0,0.0861908,0.171759,0,0,0,0.395213,0,0,0,0,0,0.612243,2.55615,0.170204,0,1.05703,0,0.246762,0,0
MAF,0,1.73926,0,0,39.0379,0.39816,0,4.36633,8.44017,0,0,0,0.202882,0,6.99211,0,0,0,0,0.312066,0,0,17.0243,9.81005,0,0,0
MAF1,323.427,48.0774,82.1381,12.1343,0,0,0,0.65999,0.238818,0,30.2502,0,0.904571,0,8.1915,122.336,0,0.24802,0,0,0.667466,0,0,0,0,0,56.2209
MAFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191858,0,0,0,0
MAFB,0.144462,52.4245,0,0,0,0,0,0.0399013,0.656389,0,42.796,0,0.240303,0,14.5014,0,0,0,0,0,0,0,0,0,0,0,16.6591
MAFF,0.0550778,0,5.06715,0.0844237,0,0.316272,6.34102,0.472258,7.49779,0,0,0,1.17114,0,0.270607,0.844763,0.191271,7.41127,5.64039,16.7657,0.214728,0,4.63296,0,8.76906,0.228705,14.2307
MAFG,0,0,0,0,0,0,0,0.0235129,0,0,0,0,0.199851,0,0,0,0,0,0.295034,0,0,0,0.477936,0,0,0,1.25282
MAFG-AS1,0,0,15.5192,0,0,0,0,0,10.7876,0,0,0,0,0,0,0,0,0,0.207718,1.01793,0,0,0.171886,0,0,0,0
MAFK,0,1.43e-06,0,1.06338,0,0,0,0,11.4551,0,0,0,0.107986,0,0.894364,0.243442,0,0,0,0,0,0,0,207.373,0,0,14.2506
MAG,0,0,0,0.280388,0,0,0,0,0,0,0,0,1.04762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211329,0,0,0,0,0,98.2071
MAGEA10,0.0351011,0,0.0282734,0.0830301,0.038468,0.0527008,0,0.154796,0.180272,0,0.155935,0,0.223587,0,0,1.46274,1.7813,8.64489,6.06487,6.72094,0.269536,0.249448,4.63674,0,8.83159,0.13803,0.313569
MAGEA11,0,0,0,0,0,0,0,0,0,0,0,0,0.170424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEA12,0,0,0,0,0,0,0,0,0,0,0,0,0.176806,0,0,0,0,0,0,0,0,0,0,0,0,0,59.733
MAGEA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
